RouteStart,RouteEnd,llm_generated
ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu chego do terminal rodoviario de roseira ate o terminal rodoviario joao francisco dos santos?
ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu chego do terminal rodoviario de roseira ate o terminal rodoviario joao francisco dos santos?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu vou do pindamonhangaba para o taubate?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu chego de pindamonhangaba para o taubate?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu vou de pindamonhangaba (centro) para taubate?
TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu posso ir do terminal rodoviario novo de taubate para sao jose dos campos?
TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do terminal rodoviario novo de taubate ate sao jose dos campos?
TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario novo de tauba para sao jose dos campos?
TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu saio do terminal rodoviario novo de tauba e chego em sao jose dos campos?
TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco pra ir do taubate novo para sao jose dos campos?
TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario novo de taubate para o terminal rodoviario sao jose dos campos?
SAO BENTO DO SAPUCAI (CENTRO),CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),como eu chego de sao bento do sapucai para campos do jodoro?
SAO BENTO DO SAPUCAI (CENTRO),CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),como eu faco pra ir do centro de sao bento do sapucai ate os terminais rodoviarios de campos do jordao?
SAO BENTO DO SAPUCAI (CENTRO),CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),como eu faco pra ir do centro de sao bento do sapucai pra campos do jodoro?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego de pindamonhangaba para sao jose dos campos?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou de pindamonhangaba para sao jose dos campos?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego de pindamonhangaba para sao jose dos campos?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco para ir de pindamonhangaba para sao jose dos campos?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco pra ir de pindamonhangaba para sao jose dos campos?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou de pindamonhangaba para sao jose dos campos?
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),to em guarulhos (jardim angelica) e quero saber como ir para sao paulo.
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),to em guarulhos e quero saber como chegar em sao paulo.
GUARULHOS (JARDIM ANGELICA),SAO PAULO (METRO ARMENIA),como eu faco pra ir de guarulhos para sao paulo?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario de campos do jodoro ate o terminal rodoviario de sao jose dos campos?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu saio do terminal rodoviario de campos do jodoro e chego no terminal rodoviario de sao jose dos campos?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego do terminal rodoviario de campos do jodoro ate o terminal rodoviario de sao jose dos campos?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu vou do pindamonhangaba (centro) para o taubate?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu vou do pindamonhangaba (centro) pra taubate?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu faco pra chegar em tauba?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu vou de pindamonhangaba para taubate?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu chego de pindamonhangaba para taubate?
PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),como eu faco pra ir de pindamonhangaba para taubate?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do terminal rodoviario de campos do jodoro pra taubate?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu chego do terminal rodoviario de campos do jodoro ate o terminal rodoviario novo de taubate?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do terminal rodoviario de campos do jodoro para o terminal rodoviario novo de campos?
SAO BENTO DO SAPUCAI (TERMINAL RODOVIARIO DE SAO BENTO DO SAPUCAI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu chego de sao bento do sapucai ate sao jose dos campos?
SAO BENTO DO SAPUCAI (TERMINAL RODOVIARIO DE SAO BENTO DO SAPUCAI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco para ir do terminal rodoviario de saogone ate sao jose dos campos?
SAO BENTO DO SAPUCAI (TERMINAL RODOVIARIO DE SAO BENTO DO SAPUCAI),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu vou do terminal rodoviario de sao bento do sapai ai?
LAGOINHA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do lagoinha para o terminal rodoviario novo de tauba?
LAGOINHA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu faco para ir do lagoinha (centro) para o terminal rodoviario novo de tauba?
LAGOINHA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu faco pra ir do lagoinha para o terminal rodoviario novo de tauba?
LAGOINHA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do lagoinha para o terminal rodoviario novo de tauba?
LAGOINHA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),to aqui no lagoinha e quero saber como ir para o terminal rodoviario novo de tauba.
LAGOINHA (CENTRO),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do lagoinha para o terminal rodoviario novo de tauba?
SAO LUIZ DO PARAITINGA (TERMINAL RODOVIARIO DE SAO LUIZ DO PARATITINGA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu faco pra ir do terminal rodoviario de sao luiz do paratinga para o novo taubate?
SAO LUIZ DO PARAITINGA (TERMINAL RODOVIARIO DE SAO LUIZ DO PARATITINGA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu faco pra ir do terminal rodoviario de sao luiz do paratinga ate o novo taubate?
SAO LUIZ DO PARAITINGA (TERMINAL RODOVIARIO DE SAO LUIZ DO PARATITINGA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do terminal rodoviario de sao luiz do paratinga ate o novo taubate?
SAO LUIZ DO PARAITINGA (CATUCABA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu faco pra ir do catucaba pra taubate no terminal rodoviario novo?
SAO LUIZ DO PARAITINGA (CATUCABA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu chego do sao luiz do paraitinga ate o taubate no novo terminal rodoviario?
SAO LUIZ DO PARAITINGA (CATUCABA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu vou do catucaba para o taubate?
SAO BENTO DO SAPUCAI (CENTRO),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu vou do centro de sao bento do sapucai para o terminal rodoviario de pindamonhangaba?
SAO BENTO DO SAPUCAI (CENTRO),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu chego do centro de sao bento do sapucai ate o terminal rodoviario de pindamonhangaba?
SAO BENTO DO SAPUCAI (CENTRO),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu vou do centro de sao bento do sapucai para o terminal rodoviario de pindamonhangaba?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu vou do terminal rodoviario de campos do jodoro pra pindamonhangaba?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu vou do terminal rodoviario de campos do jodoro para pindamonhangaba?
CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu chego do terminal rodoviario de campos do jodoro ate pindamonhangaba?
GUARULHOS (JARDIM CUMBICA/PARQUE BRASILIA),SAO PAULO (METRO ARMENIA),como eu vou de guarulhos para sao paulo?
GUARULHOS (JARDIM CUMBICA/PARQUE BRASILIA),SAO PAULO (METRO ARMENIA),como eu saio de guarulhos para sao paulo?
GUARULHOS (JARDIM CUMBICA/PARQUE BRASILIA),SAO PAULO (METRO ARMENIA),como eu vou do jardim cumbica pra sao paulo?
TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),como eu faco para ir do terminal rodoviario velho de taubate para o terminal rodoviario de tremembe?
TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),como eu chego do terminal rodoviario velho de taubate ate o terminal rodoviario de tremembe?
TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),como eu chego do terminal rodoviario velho de taubate ate o terminal rodoviario de tremembe?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),como eu chego do pindamonhangaba (centro) em taubate?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),como eu vou do pindamonhangaba (centro) para o taubate?
PINDAMONHANGABA (CENTRO),TAUBATE (TERMINAL RODOVIARIO VELHO DE TAUBATE),como eu chego do pindamonhangaba (centro) em taubate?
GUARULHOS (JARDIM CUMBICA/PARQUE BRASILIA),SAO PAULO (METRO ARMENIA),como eu vou de guarulhos para o saulo paulo?
GUARULHOS (JARDIM CUMBICA/PARQUE BRASILIA),SAO PAULO (METRO ARMENIA),como eu faco pra ir do jardim cumbica pra sao paulo?
GUARULHOS (JARDIM CUMBICA/PARQUE BRASILIA),SAO PAULO (METRO ARMENIA),como eu saio de guarulhos e chego no sao paulo?
BARUERI (TREVO DE ALPHAVILLE),SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),como eu vou do barueri (trevo de alphaville) para o terminal rodoviario barra funda?
BARUERI (TREVO DE ALPHAVILLE),SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),como eu vou do barueri (trevo de alphaville) para o terminal rodoviario barra funda?
BARUERI (TREVO DE ALPHAVILLE),SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),como eu chego do barueri (trevo de alphaville) em sao paulo?
GUARULHOS (JARDIM SANTA PAULA),SAO PAULO (METRO ARMENIA),to em jardim santa paula e queria saber como ir para sao paulo.
GUARULHOS (JARDIM SANTA PAULA),SAO PAULO (METRO ARMENIA),como eu vou do jardim santa paula para sao paulo pelo metro armenia?
GUARULHOS (JARDIM SANTA PAULA),SAO PAULO (METRO ARMENIA),to em jardim santa clara e quero ir para sao paulo.
GUARAREMA (CHACARA GUANABARA),MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),"como eu chego da guararema para o mogi das cruzes, no terminal rodoviario geraldo scavone?"
GUARAREMA (CHACARA GUANABARA),MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),"como eu vou do guararema para mogi das cruzes, passando pela chacara guarana?"
GUARAREMA (CHACARA GUANABARA),MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),como eu vou do guararema para o mogi das cruzes?
CARAPICUIBA (CIDADE ARISTON),BARUERI (ALPHAVILLE),como eu vou do carapicuiba a barueri?
CARAPICUIBA (CIDADE ARISTON),BARUERI (ALPHAVILLE),como eu vou do carapicuiba para o barueri?
CARAPICUIBA (CIDADE ARISTON),BARUERI (ALPHAVILLE),como eu vou do carapicuiba ao barueri?
ARUJA (MIRANTE),SAO PAULO (METRO ARMENIA),to em arju (mirante) e queria saber como ir para sao paulo.
ARUJA (MIRANTE),SAO PAULO (METRO ARMENIA),to em aruja (mirante) e quero saber como chegar em sao paulo.
ARUJA (MIRANTE),SAO PAULO (METRO ARMENIA),to em arju (mirante) e quero saber como ir para sao paulo.
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (METRO ARMENIA),to em aruja e quero saber como ir para sao paulo.
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (METRO ARMENIA),to em aruja e quero saber como ir para sao paulo.
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (METRO ARMENIA),to em aruja e quero saber como chegar em sao paulo.
APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu chego do terminal rodoaviario de aparecida ate o terminal rodoaviario de cruzeiro?
APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu chego do terminal rodoviario de aparecida para o terminal rodoviario de cruzeiro?
APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu chego do terminal rodoviario de aparecida para o terminal rodoviario de cruzeiro?
ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu chego do terminal rodoviario de roseira ate pindamonhangaba?
ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu faco pra ir do terminal rodoviario de roseira pra pindamonhangaba?
ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu vou do terminal rodoviario de roseira para pindamonhangaba?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),LORENA (TERMINAL RODOVIARIO DE LORENA),como eu chego da piquete para a lorena?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),LORENA (TERMINAL RODOVIARIO DE LORENA),como eu chego da piquete para lorena?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),LORENA (TERMINAL RODOVIARIO DE LORENA),como eu chego da piquete para a lorena?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),LORENA (CENTRO - ETEC),to no piquete e quero ir para a lorena.
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),LORENA (CENTRO - ETEC),como eu chego da piquete para a lorena?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),LORENA (CENTRO - ETEC),to aqui no piquete e preciso ir para a lorena. como eu faco?
PIQUETE (IMBEL),LORENA (TERMINAL RODOVIARIO DE LORENA),to em piquete e queria saber como ir para lorena.
PIQUETE (IMBEL),LORENA (TERMINAL RODOVIARIO DE LORENA),to na piquete e quero saber como ir para lorena.
PIQUETE (IMBEL),LORENA (TERMINAL RODOVIARIO DE LORENA),como eu chego da piquete ate a lorena de rodoviaria?
LORENA (TERMINAL RODOVIARIO DE LORENA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),to aqui no terminal rodoviario de lorena e quero saber como ir para sao jose dos campos.
LORENA (TERMINAL RODOVIARIO DE LORENA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),to na lorena e quero saber como ir para sao jose dos campos.
LORENA (TERMINAL RODOVIARIO DE LORENA),SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),como eu faco para ir do terminal rodoviario de lorena para o terminal rodoviario fredrico ozanam?
LORENA (TERMINAL RODOVIARIO DE LORENA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu chego do terminal rodoviario de lorena ate o terminal rodoviario novo de taubate?
LORENA (TERMINAL RODOVIARIO DE LORENA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu faco para ir do terminal rodoviario de lorena para o novo de taubate?
LORENA (TERMINAL RODOVIARIO DE LORENA),TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),como eu chego do terminal rodoviario de lorena ate o terminal rodoviario novo de taubate?
LORENA (TERMINAL RODOVIARIO DE LORENA),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),como eu chego da lorena para a aparecida?
LORENA (TERMINAL RODOVIARIO DE LORENA),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),como eu chego da lorena para a aparecida?
LORENA (TERMINAL RODOVIARIO DE LORENA),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),como eu chego da lorena para a aparecida?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu chego do piquete ao cruzeiro?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu chego do piquete ao cruzeiro?
PIQUETE (TERMINAL RODOVIARIO DE PIQUETE),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu chego do piquete ao cruzeiro?
POTIM (MIGUEL VIEIRA),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),to em potim (miguel vieira) e quero saber como ir pra aparecida.
POTIM (MIGUEL VIEIRA),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),to em potim (miguel vieira) e preciso ir pra aparecida.
POTIM (MIGUEL VIEIRA),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),como eu vou do potim (miguel vieira) a aparecida?
POTIM (MINAS GERAIS),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),to em potim e quero saber como ir pra aparecida.
POTIM (MINAS GERAIS),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),como eu vou do potim em minas gerais para a aparecida?
POTIM (MINAS GERAIS),APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),como eu vou do potim em minas gerais para a aparecida terminal rodoviario?
CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu vou do terminal rodoviario de cachoeira paulista para o terminal rodoviario de cruzeiro?
CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu chego do terminal rodoviario de cachoeira paulista ate o cruzeiro?
CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu vou do terminal rodoviario de cachoeira paulista ate o cruzeiro?
ITAPECERICA DA SERRA (RECREIO PRIMAVERA),SAO PAULO (METRO CAPAO REDONDO),como eu faco pra ir do itapecerica da serra (recreio primavera) para o metro capao redondo?
ITAPECERICA DA SERRA (RECREIO PRIMAVERA),SAO PAULO (METRO CAPAO REDONDO),to aqui em itapecerica da serra (recreio primavera) e quero saber como ir para o metro capao redondo.
ITAPECERICA DA SERRA (RECREIO PRIMAVERA),SAO PAULO (METRO CAPAO REDONDO),como eu chego do itapecerica da serra (recreio primavera) ate o metro capao redondo?
CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA ),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu vou do terminal rodoviario de cachoeira paulista ate o cruzeiro?
CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA ),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu vou do terminal rodoviario de cachoeira paulista para o cruzeiro?
CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA ),CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),como eu saio da cachoeira paulista e chego no cruziero?
GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu vou do terminal rodoviario de guaratingueta para pindamonhangaba?
GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu chego do terminal rodoviario de guaratingueta ate pindamonhangaba?
GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),como eu vou do terminal rodoviario de guaratingueta pra pindamonhangaba?
LORENA (TERMINAL RODOVIARIO DE LORENA),GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),como eu chego do terminal rodoviario de lorena para o terminal rodoviario de guaratingueta?
LORENA (TERMINAL RODOVIARIO DE LORENA),GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),como eu chego da terminal rodoviario de lorena para a terminal rodoviario de guaratingueta?
LORENA (TERMINAL RODOVIARIO DE LORENA),GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),como eu chego da terminal rodoviario de lorena ate a terminal rodoviario de guaratingueta?
CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA),LORENA (TERMINAL RODOVIARIO DE LORENA),como eu chego da cachoeira paulista ate a lorena?
